testament,book_id,book_name,chapter,verse,word_index,o,r_before,r_after
ВЗ,ezra,Ездра,9,15,0,יְהוָ֞ה,О Яхве,О Господь
ВЗ,ezra,Ездра,10,1,9,אֵלָ֨יו,"к, его",к нему
ВЗ,ezra,Ездра,10,11,3,לַיהוָ֥ה,"к, Яхве","к, Господь"
ВЗ,ezra,Ездра,10,13,9,וְהַמְּלָאכָ֗ה,"и, бусинесс","и, дело"
ВЗ,ezra,Ездра,10,18,0,וַיִּמָּצֵא֙,"и, оно был нашёл",и было нашёл
ВЗ,nehemiah,Неемия,1,1,4,וַיְהִ֤י,"и, оно был",и было
ВЗ,nehemiah,Неемия,1,4,0,וַיְהִ֞י,"и, оно был",и было
ВЗ,nehemiah,Неемия,1,5,2,יְהוָה֙,О Яхве,О Господь
ВЗ,nehemiah,Неемия,1,8,9,לֵאמֹ֑ר,"к, говоря",говоря
ВЗ,nehemiah,Неемия,2,1,0,וַיְהִ֣י\׀,"и, оно был",и было
ВЗ,nehemiah,Неемия,2,6,12,וַיִּיטַ֤ב,"и, оно был хороший",и было хороший
ВЗ,nehemiah,Неемия,2,6,17,ל֖וֹ,"к, его",к нему
ВЗ,nehemiah,Неемия,2,10,6,וַיֵּ֥רַע,"и, оно был дисплеасинг",и было дисплеасинг
ВЗ,nehemiah,Неемия,5,1,0,וַתְּהִ֨י,"и, оно был",и было
ВЗ,nehemiah,Неемия,5,13,28,יְהוָ֔ה,Яхве,Господь
ВЗ,nehemiah,Неемия,6,1,0,וַיְהִ֣י,"и, оно был",и было
ВЗ,nehemiah,Неемия,6,2,4,לֵאמֹ֔ר,"к, говоря",говоря
ВЗ,nehemiah,Неемия,6,3,3,לֵאמֹ֔ר,"к, говоря",говоря
ВЗ,nehemiah,Неемия,6,7,6,לֵאמֹ֗ר,"к, говоря",говоря
ВЗ,nehemiah,Неемия,6,8,1,אֵלָיו֙,"к, его",к нему
ВЗ,nehemiah,Неемия,6,8,2,לֵאמֹ֔ר,"к, говоря",говоря
ВЗ,nehemiah,Неемия,6,9,4,לֵאמֹ֔ר,"к, говоря",говоря
ВЗ,nehemiah,Неемия,6,15,0,וַתִּשְׁלַם֙,"и, оно был завершённый",и было завершённый
ВЗ,nehemiah,Неемия,6,16,0,וַיְהִ֗י,"и, оно был",и было
ВЗ,nehemiah,Неемия,6,18,5,ל֔וֹ,"к, его",к нему
ВЗ,nehemiah,Неемия,6,19,8,ל֑וֹ,"к, его",к нему
ВЗ,nehemiah,Неемия,7,1,0,וַיְהִ֗י,"и, оно был",и было
ВЗ,nehemiah,Неемия,7,5,14,הַיַּ֙חַשׂ֙,генеалогй,генеалогия
ВЗ,nehemiah,Неемия,8,1,21,יְהוָ֖ה,Яхве,Господь
ВЗ,nehemiah,Неемия,8,6,3,יְהוָ֥ה,Яхве,Господь
ВЗ,nehemiah,Неемия,8,6,15,לַיהוָ֖ה,"к, Яхве","к, Господь"
ВЗ,nehemiah,Неемия,8,9,16,לַיהוָ֣ה,"к, Яхве","к, Господь"
ВЗ,nehemiah,Неемия,8,10,20,יְהוָ֖ה,Яхве,Господь
ВЗ,nehemiah,Неемия,8,11,4,לֵאמֹ֣ר,"к, говоря",говоря
ВЗ,nehemiah,Неемия,8,14,5,יְהוָה֙,Яхве,Господь
ВЗ,nehemiah,Неемия,8,15,7,לֵאמֹר֒,"к, говоря",говоря
ВЗ,nehemiah,Неемия,8,17,22,וַתְּהִ֥י,"и, оно был",и было
ВЗ,nehemiah,Неемия,9,3,6,יְהוָ֛ה,Яхве,Господь
ВЗ,nehemiah,Неемия,9,3,13,לַיהוָ֖ה,"к, Яхве","к, Господь"
ВЗ,nehemiah,Неемия,9,4,16,יְהוָ֖ה,Яхве,Господь
ВЗ,nehemiah,Неемия,9,5,13,יְהוָ֣ה,Яхве,Господь
ВЗ,nehemiah,Неемия,9,6,2,יְהוָה֮,есть Яхве,есть Господь
ВЗ,nehemiah,Неемия,9,7,2,יְהוָ֣ה,есть Яхве,есть Господь
ВЗ,nehemiah,Неемия,12,43,15,וַתִּשָּׁמַ֛ע,"и, оно был услышал",и было услышал
ВЗ,nehemiah,Неемия,13,1,7,וְנִמְצָא֙,"и, оно был нашёл",и было нашёл
ВЗ,nehemiah,Неемия,13,3,0,וַיְהִ֖י,"и, оно был",и было
ВЗ,nehemiah,Неемия,13,8,0,וַיֵּ֥רַֽע,"и, оно был дисплеасинг",и было дисплеасинг
ВЗ,nehemiah,Неемия,13,19,0,וַיְהִ֡י,"и, оно был",и было
ВЗ,nehemiah,Неемия,13,26,12,כָּמֹ֗הוּ,"как, его",как нему
ВЗ,esther,Есфирь,1,1,0,וַיְהִ֖י,"и, оно был",и было
ВЗ,esther,Есфирь,1,14,1,אֵלָ֗יו,"к, его",к нему
ВЗ,esther,Есфирь,1,21,0,וַיִּיטַב֙,"и, оно был хороший",и было хороший
ВЗ,esther,Есфирь,2,4,8,וַיִּיטַ֧ב,"и, оно был хороший",и было хороший
ВЗ,esther,Есфирь,2,8,0,וַיְהִ֗י,"и, оно был",и было
ВЗ,esther,Есфирь,2,22,0,וַיִּוָּדַ֤ע,"и, оно был сделал известный",и было сделал известный
ВЗ,esther,Есфирь,2,23,0,וַיְבֻקַּ֤שׁ,"и, оно был искал",и было искал
ВЗ,esther,Есфирь,2,23,2,וַיִּמָּצֵ֔א,"и, оно был нашёл",и было нашёл
ВЗ,esther,Есфирь,2,23,7,וַיִּכָּתֵ֗ב,"и, оно был написанное",и было написанное
ВЗ,esther,Есфирь,3,2,12,ל֣וֹ,"к, его",к нему
ВЗ,esther,Есфирь,3,4,0,וַיְהִ֗י,"и, оно был",и было
ВЗ,esther,Есфирь,3,4,2,אֵלָיו֙,"к, его",к нему
ВЗ,esther,Есфирь,3,5,7,ל֑וֹ,"к, его",к нему
ВЗ,esther,Есфирь,3,6,8,ל֖וֹ,"к, его",к нему
ВЗ,esther,Есфирь,3,12,9,וַיִּכָּתֵ֣ב,"и, оно был написанное",и было написанное
ВЗ,esther,Есфирь,3,12,37,וְנֶחְתָּ֖ם,"и, оно был запечатан",и было запечатан
ВЗ,esther,Есфирь,4,7,1,ל֣וֹ,"к, его",к нему
ВЗ,esther,Есфирь,4,7,6,קָרָ֑הוּ,"оно имел случилось к, его",оно имел случилось к нему
ВЗ,esther,Есфирь,4,8,9,ל֔וֹ,"к, его",к нему
ВЗ,esther,Есфирь,4,8,21,ל֛וֹ,"к, его",к нему
ВЗ,esther,Есфирь,4,11,27,ל֥וֹ,"к, его",к нему
ВЗ,esther,Есфирь,4,17,6,עָלָ֖יו,"к, его",к нему
ВЗ,esther,Есфирь,5,1,0,וַיְהִ֣י\׀,"и, оно был",и было
ВЗ,esther,Есфирь,5,2,0,וַיְהִי֩,"и, оно был",и было
ВЗ,esther,Есфирь,5,14,1,לוֹ֩,"к, его",к нему
ВЗ,esther,Есфирь,5,14,24,וַיִּיטַ֧ב,"и, оно был хороший",и было хороший
ВЗ,esther,Есфирь,6,2,0,וַיִּמָּצֵ֣א,"и, оно был нашёл",и было нашёл
ВЗ,esther,Есфирь,6,5,3,אֵלָ֔יו,"к, его",к нему
ВЗ,esther,Есфирь,6,6,3,לוֹ֙,"к, его",к нему
ВЗ,esther,Есфирь,6,13,9,קָרָ֑הוּ,"оно имел случилось к, его",оно имел случилось к нему
ВЗ,esther,Есфирь,6,13,11,ל֨וֹ,"к, его",к нему
ВЗ,esther,Есфирь,6,13,25,ל֔וֹ,"к, его",к нему
ВЗ,esther,Есфирь,7,8,24,יָצָא֙,оно пришёл вне,было вне
ВЗ,esther,Есфирь,8,3,10,ל֗וֹ,"к, его",к нему
ВЗ,esther,Есфирь,8,9,13,וַיִּכָּתֵ֣ב,"и, оно был написанное",и было написанное
ВЗ,esther,Есфирь,9,1,23,וְנַהֲפ֣וֹךְ,"и, оно был реверсед",и было реверсед
ВЗ,esther,Есфирь,9,11,2,בָּ֣א,оно пришёл,было
ВЗ,esther,Есфирь,9,14,4,וַתִּנָּתֵ֥ן,"и, оно был данный",и было данный
ВЗ,esther,Есфирь,9,32,6,וְנִכְתָּ֖ב,"и, оно был написанное",и было написанное
ВЗ,job,Иов,1,1,4,אִיּ֣וֹב,был Иов,Иов
ВЗ,job,Иов,1,2,1,ל֛וֹ,"к, его",к нему
ВЗ,job,Иов,1,3,0,וַיְהִ֣י,"и, оно был",и было
ВЗ,job,Иов,1,5,0,וַיְהִ֡י,"и, оно был",и было
ВЗ,job,Иов,1,6,0,וַיְהִ֣י,"и, оно был",и было
ВЗ,job,Иов,1,6,7,יְהוָ֑ה,Яхве,Господь
ВЗ,job,Иов,1,7,1,יְהוָ֛ה,Яхве,Господь
ВЗ,job,Иов,1,7,9,יְהוָה֙,Яхве,Господь
ВЗ,job,Иов,1,8,1,יְהוָה֙,Яхве,Господь
ВЗ,job,Иов,1,8,11,כָּמֹ֙הוּ֙,"есть как, его",есть как нему
ВЗ,job,Иов,1,9,3,יְהוָ֖ה,Яхве,Господь
ВЗ,job,Иов,1,10,9,ל֖וֹ,"принадлежит к, его",принадлежит к нему
ВЗ,job,Иов,1,11,7,ל֑וֹ,"принадлежит к, его",принадлежит к нему
ВЗ,job,Иов,1,12,1,יְהוָ֜ה,Яхве,Господь
ВЗ,job,Иов,1,12,7,לוֹ֙,"принадлежит к, его",принадлежит к нему
ВЗ,job,Иов,1,12,18,יְהוָֽה\׃,Яхве,Господь
ВЗ,job,Иов,1,13,0,וַיְהִ֖י,"и, оно был",и было
ВЗ,job,Иов,1,19,3,בָּ֣אָה\׀,оно пришёл,было
ВЗ,job,Иов,1,21,8,יְהוָ֣ה,Яхве,Господь
ВЗ,job,Иов,1,21,10,וַיהוָ֖ה,"и, Яхве","и, Господь"
ВЗ,job,Иов,1,21,14,יְהוָ֖ה,Яхве,Господь
ВЗ,job,Иов,2,1,0,וַיְהִ֣י,"и, оно был",и было
ВЗ,job,Иов,2,1,7,יְהוָ֑ה,Яхве,Господь
ВЗ,job,Иов,2,1,14,יְהוָֽה\׃,Яхве,Господь
ВЗ,job,Иов,2,2,1,יְהוָה֙,Яхве,Господь
ВЗ,job,Иов,2,2,10,יְהוָה֙,Яхве,Господь
ВЗ,job,Иов,2,3,1,יְהוָ֜ה,Яхве,Господь
ВЗ,job,Иов,2,3,11,כָּמֹ֜הוּ,"есть как, его",есть как нему
ВЗ,job,Иов,2,4,3,יְהוָ֖ה,Яхве,Господь
ВЗ,job,Иов,2,6,1,יְהוָ֛ה,Яхве,Господь
ВЗ,job,Иов,2,7,4,יְהוָ֑ה,Яхве,Господь
ВЗ,job,Иов,2,9,1,לוֹ֙,"к, его",к нему
ВЗ,job,Иов,2,11,23,ל֖וֹ,"к, его",к нему
ВЗ,job,Иов,2,13,9,אֵלָיו֙,"к, его",к нему
ВЗ,job,Иов,3,25,3,וַיֶּאֱתָיֵ֑נִי,"и, оно пришёл к, меня","и, было к, меня"
ВЗ,job,Иов,3,25,6,יָ֣בֹא,оно пришёл,было
ВЗ,job,Иов,7,17,6,אֵלָ֣יו,"к, его",к нему
ВЗ,job,Иов,8,4,3,ל֑וֹ,"к, его",к нему
ВЗ,job,Иов,9,4,6,אֵ֝לָ֗יו,"к, его",к нему
ВЗ,job,Иов,9,11,8,לֽוֹ\׃,"к, его",к нему
ВЗ,job,Иов,9,12,6,אֵ֝לָ֗יו,"к, его",к нему
ВЗ,job,Иов,11,13,5,אֵלָ֣יו,"к, его",к нему
ВЗ,job,Иов,12,9,7,יְ֝הוָה,Яхве,Господь
ВЗ,job,Иов,12,13,3,ל֝֗וֹ,"принадлежать к, его",принадлежать к нему
ВЗ,job,Иов,12,16,3,ל֝֗וֹ,"принадлежать к, его",принадлежать к нему
ВЗ,job,Иов,13,12,1,מִשְׁלֵי\־,есть провербс,есть притчи
ВЗ,job,Иов,13,15,2,ל֣וֹ,"к, его",к нему
ВЗ,job,Иов,15,21,5,יְבוֹאֶֽנּוּ\׃,"он будет прийти к, его",он будет прийти к нему
ВЗ,job,Иов,15,27,3,בְּחֶלְבּ֑וֹ,"с, тук, его","с, тук нему"
ВЗ,job,Иов,18,6,3,וְ֝נֵר֗וֹ,"и, светильник, его","и, светильник нему"
ВЗ,job,Иов,18,14,1,מֵ֭אָהֳלוֹ,"от, шатёр, его","из шатра, его"
ВЗ,job,Иов,18,15,3,ל֑וֹ,"белонгинг к, его",белонгинг к нему
ВЗ,job,Иов,18,17,6,ל֝֗וֹ,"принадлежит к, его",принадлежит к нему
ВЗ,job,Иов,18,19,2,ל֣וֹ,"принадлежит к, его",принадлежит к нему
ВЗ,job,Иов,19,16,7,לֽוֹ\׃,"к, его",к нему
ВЗ,job,Иов,19,28,4,ל֑וֹ,"к, его",к нему
ВЗ,job,Иов,20,12,6,לְשׁוֹנֽוֹ\׃,"язык, его",язык нему
ВЗ,job,Иов,20,22,3,ל֑וֹ,"к, его",к нему
ВЗ,job,Иов,20,22,7,תְּבוֹאֶֽנּוּ\׃,"оно будет прийти к, его",оно будет прийти к нему
ВЗ,job,Иов,20,25,1,וַיֵּצֵ֪א,"и, оно пришёл вне","и, было вне"
ВЗ,job,Иов,20,27,5,לֽוֹ\׃,"к, его",к нему
ВЗ,job,Иов,21,19,5,אֵלָ֣יו,"к, его",к нему
ВЗ,job,Иов,21,31,9,לֽוֹ\׃,"к, его",к нему
ВЗ,job,Иов,21,33,1,ל֗וֹ,"к, его",к нему
ВЗ,job,Иов,22,8,2,ל֣וֹ,"принадлежит к, его",принадлежит к нему
ВЗ,job,Иов,22,23,7,מֵאָהֳלֶֽךָ\׃,"от, шатёр, твой","из шатра, твой"
ВЗ,job,Иов,22,27,1,אֵ֭לָיו,"к, его",к нему
ВЗ,job,Иов,23,8,7,לֽוֹ\׃,"к, его",к нему
ВЗ,job,Иов,24,15,4,לֵ֭אמֹר,"к, говоря",говоря
ВЗ,job,Иов,24,20,7,וַתִּשָּׁבֵ֖ר,"и, оно был сломанный",и было сломанный
ВЗ,job,Иов,24,23,1,ל֣וֹ,"к, его",к нему
ВЗ,job,Иов,29,2,3,קֶ֑דֶם,долгий назад,давно
ВЗ,job,Иов,29,3,1,נֵ֭רוֹ,"светильник, его",светильник нему
ВЗ,job,Иов,29,12,7,לֽוֹ\׃,"принадлежал к, его",принадлежал к нему
ВЗ,job,Иов,29,13,3,תָּבֹ֑א,оно пришёл,было
ВЗ,job,Иов,30,26,3,וַיָּ֣בֹא,"и, оно пришёл","и, было"
ВЗ,job,Иов,30,26,7,וַיָּ֥בֹא,"и, оно пришёл","и, было"
ВЗ,job,Иов,31,14,8,אֲשִׁיבֶֽנּוּ\׃,"будет я респонд к, его",будет я респонд к нему
ВЗ,job,Иов,31,27,0,וַיִּ֣פְתְּ,"и, оно был гуллибле",и было гуллибле
ВЗ,job,Иов,31,37,2,אַגִּידֶ֑נּוּ,"я будет сказать к, его",я будет сказать к нему
ВЗ,job,Иов,32,14,6,אֲשִׁיבֶֽנּוּ\׃,"я будет респонд к, его",я будет респонд к нему
ВЗ,job,Иов,33,24,0,וַיְחֻנֶּ֗נּוּ,"и, он показал благоволение к, его","и, он показал благоволение к нему"
ВЗ,job,Иов,34,11,4,ל֑וֹ,"к, его",к нему
ВЗ,job,Иов,34,28,1,עָ֭לָיו,"к, его",к нему
ВЗ,job,Иов,35,6,9,לּֽוֹ\׃,"к, его",к нему
ВЗ,job,Иов,35,7,4,ל֑וֹ,"к, его",к нему
ВЗ,job,Иов,36,22,5,כָמֹ֣הוּ,"как, его",как нему
ВЗ,job,Иов,37,19,3,ל֑וֹ,"к, его",к нему
ВЗ,job,Иов,37,20,1,ל֭וֹ,"к, его",к нему
ВЗ,job,Иов,38,1,1,יְהוָ֣ה,Яхве,Господь
ВЗ,job,Иов,38,8,5,יֵצֵֽא\׃,оно пришёл вперёд,было вперёд
ВЗ,job,Иов,40,1,1,יְהוָ֥ה,Яхве,Господь
ВЗ,job,Иов,40,3,3,יְהוָ֗ה,Яхве,Господь
ВЗ,job,Иов,40,6,1,יְהוָ֣ה,Яхве,Господь
ВЗ,job,Иов,40,9,5,כָּמֹ֥הוּ,"как, его",как нему
ВЗ,job,Иов,42,1,3,יְהוָ֗ה,Яхве,Господь
ВЗ,job,Иов,42,7,0,וַיְהִ֗י,"и, оно был",и было
ВЗ,job,Иов,42,7,3,יְהוָ֛ה,Яхве,Господь
ВЗ,job,Иов,42,7,10,יְהוָ֜ה,Яхве,Господь
ВЗ,job,Иов,42,9,11,יְהוָ֑ה,Яхве,Господь
ВЗ,job,Иов,42,9,13,יְהוָ֖ה,Яхве,Господь
ВЗ,job,Иов,42,10,0,וַֽיהוָ֗ה,"и, Яхве","и, Господь"
ВЗ,job,Иов,42,10,9,יְהוָ֛ה,Яхве,Господь
ВЗ,job,Иов,42,11,1,אֵ֠לָיו,"к, его",к нему
ВЗ,job,Иов,42,11,14,לוֹ֙,"к, его",к нему
ВЗ,job,Иов,42,11,22,יְהוָ֖ה,Яхве,Господь
ВЗ,job,Иов,42,11,25,ל֗וֹ,"к, его",к нему
ВЗ,job,Иов,42,12,0,וַֽיהוָ֗ה,"и, Яхве","и, Господь"
ВЗ,job,Иов,42,12,7,ל֡וֹ,"к, его",к нему
ВЗ,job,Иов,42,13,1,ל֛וֹ,"к, его",к нему
ВЗ,psalms,Псалтирь,1,2,3,יְהוָ֗ה,Яхве,Господь
ВЗ,psalms,Псалтирь,1,6,2,יְ֭הוָה,Яхве,Господь
ВЗ,psalms,Псалтирь,2,2,7,יְ֝הוָה,Яхве,Господь
ВЗ,psalms,Псалтирь,2,7,3,יְֽהוָ֗ה,Яхве,Господь
ВЗ,psalms,Псалтирь,2,11,2,יְהוָ֣ה,Яхве,Господь
ВЗ,psalms,Псалтирь,10,1,1,יְ֭הוָה,О Яхве,О Господь
ВЗ,psalms,Псалтирь,10,3,9,יְהוָֽה\׃,Яхве,Господь
ВЗ,psalms,Псалтирь,10,7,6,לְ֝שׁוֹנ֗וֹ,"язык, его",язык нему
ВЗ,psalms,Псалтирь,10,12,1,יְהוָ֗ה,О Яхве,О Господь
ВЗ,psalms,Псалтирь,10,16,0,יְהוָ֣ה,Яхве,Господь
ВЗ,psalms,Псалтирь,10,17,3,יְהוָ֑ה,О Яхве,О Господь
ВЗ,psalms,Псалтирь,11,1,0,בַּֽיהוָ֨ה\׀,"в, Яхве","в, Господь"
ВЗ,psalms,Псалтирь,11,4,0,יְהוָ֤ה\׀,Яхве,Господь
ВЗ,psalms,Псалтирь,11,4,3,יְהוָה֮,Яхве,Господь
ВЗ,psalms,Псалтирь,11,5,0,יְהוָה֮,Яхве,Господь
ВЗ,psalms,Псалтирь,11,7,2,יְ֭הוָה,Яхве,Господь
ВЗ,psalms,Псалтирь,13,6,1,לַיהוָ֑ה,"к, Яхве","к, Господь"
ВЗ,psalms,Псалтирь,14,2,0,יְֽהוָ֗ה,Яхве,Господь
ВЗ,psalms,Псалтирь,14,4,9,יְ֝הוָ֗ה,Яхве,Господь
ВЗ,psalms,Псалтирь,14,6,4,יְהוָ֣ה,Яхве,Господь
ВЗ,psalms,Псалтирь,14,7,6,יְ֭הוָה,Яхве,Господь
ВЗ,psalms,Псалтирь,15,1,0,יְ֭הֹוָה,О Яхве,О Господь
ВЗ,psalms,Псалтирь,15,3,3,לְשֹׁנ֗וֹ,"язык, его",язык нему
ВЗ,psalms,Псалтирь,15,4,5,יְהוָ֣ה,Яхве,Господь
ВЗ,psalms,Псалтирь,16,2,1,לַֽ֭יהוָה,"к, Яхве","к, Господь"
ВЗ,psalms,Псалтирь,16,5,0,יְֽהוָ֗ה,Яхве,Господь
ВЗ,psalms,Псалтирь,16,7,2,יְ֭הוָה,Яхве,Господь
ВЗ,psalms,Псалтирь,16,8,1,יְהוָ֣ה,Яхве,Господь
ВЗ,psalms,Псалтирь,17,1,1,יְהוָ֨ה\׀,О Яхве,О Господь
ВЗ,psalms,Псалтирь,17,13,1,יְהוָ֗ה,О Яхве,О Господь
ВЗ,psalms,Псалтирь,17,14,2,יְהוָ֡ה,О Яхве,О Господь
ВЗ,psalms,Псалтирь,23,1,0,יְהוָ֥ה,Яхве,Господь
ВЗ,psalms,Псалтирь,23,6,9,יְ֝הוָ֗ה,Яхве,Господь
ВЗ,psalms,Псалтирь,24,1,0,לַֽ֭יהוָה,"принадлежит к, Яхве","принадлежит к, Господь"
ВЗ,psalms,Псалтирь,24,3,3,יְהוָ֑ה,Яхве,Господь
ВЗ,psalms,Псалтирь,24,5,3,יְהוָ֑ה,Яхве,Господь
ВЗ,psalms,Псалтирь,24,8,4,יְ֭הוָה,Яхве,Господь
ВЗ,psalms,Псалтирь,24,8,7,יְ֝הוָ֗ה,Яхве,Господь
ВЗ,psalms,Псалтирь,24,10,5,יְהוָ֥ה,Яхве,Господь
ВЗ,psalms,Псалтирь,25,1,1,יְ֝הוָ֗ה,О Яхве,О Господь
ВЗ,psalms,Псалтирь,25,4,1,יְ֭הוָה,О Яхве,О Господь
ВЗ,psalms,Псалтирь,25,6,2,יְ֭הוָה,О Яхве,О Господь
ВЗ,psalms,Псалтирь,25,6,5,מֵעוֹלָ֣ם,"есть от, долгий назад","есть от, давно"
ВЗ,psalms,Псалтирь,25,7,11,יְהוָֽה\׃,О Яхве,О Господь
ВЗ,psalms,Псалтирь,25,8,2,יְהוָ֑ה,Яхве,Господь
ВЗ,psalms,Псалтирь,25,10,2,יְ֭הוָה,Яхве,Господь
ВЗ,psalms,Псалтирь,25,11,2,יְהוָ֑ה,О Яхве,О Господь
ВЗ,psalms,Псалтирь,25,12,4,יְהוָ֑ה,Яхве,Господь
ВЗ,psalms,Псалтирь,25,14,1,יְ֭הוָה,Яхве,Господь
ВЗ,psalms,Псалтирь,25,15,3,יְהוָ֑ה,Яхве,Господь
ВЗ,psalms,Псалтирь,25,21,5,יְהוָה,Яхве,Господь
ВЗ,psalms,Псалтирь,26,1,1,יְהוָ֗ה,О Яхве,О Господь
ВЗ,psalms,Псалтирь,26,1,6,וּבַיהוָ֥ה,"и, в, Яхве","и, в, Господь"
ВЗ,psalms,Псалтирь,26,2,1,יְהוָ֣ה,О Яхве,О Господь
ВЗ,psalms,Псалтирь,26,6,6,יְהוָֽה\׃,О Яхве,О Господь
ВЗ,psalms,Псалтирь,26,8,0,יְֽהוָ֗ה,О Яхве,О Господь
ВЗ,psalms,Псалтирь,26,12,5,יְהוָֽה\׃,Яхве,Господь
ВЗ,psalms,Псалтирь,27,1,0,יְהוָ֤ה\׀,Яхве,Господь
ВЗ,psalms,Псалтирь,27,1,5,יְהוָ֥ה,Яхве,Господь
ВЗ,psalms,Псалтирь,27,4,3,יְהוָה֮,Яхве,Господь
ВЗ,psalms,Псалтирь,27,4,8,יְ֭הוָה,Яхве,Господь
ВЗ,psalms,Псалтирь,27,4,14,יְ֝הוָ֗ה,Яхве,Господь
ВЗ,psalms,Псалтирь,27,6,12,לַיהוָֽה\׃,"к, Яхве","к, Господь"
ВЗ,psalms,Псалтирь,27,7,1,יְהוָ֖ה,О Яхве,О Господь
ВЗ,psalms,Псалтирь,27,8,7,יְהוָ֣ה,О Яхве,О Господь
ВЗ,psalms,Псалтирь,27,10,4,וַֽיהוָ֣ה,"и, Яхве","и, Господь"
ВЗ,psalms,Псалтирь,27,11,1,יְהוָ֗ה,О Яхве,О Господь
ВЗ,psalms,Псалтирь,27,13,4,יְהוָ֗ה,Яхве,Господь
ВЗ,psalms,Псалтирь,27,14,2,יְה֫וָ֥ה,Яхве,Господь
ВЗ,psalms,Псалтирь,27,14,8,יְהוָֽה\׃,Яхве,Господь
ВЗ,psalms,Псалтирь,28,1,1,יְהוָ֨ה\׀,О Яхве,О Господь
ВЗ,psalms,Псалтирь,28,5,5,יְ֭הוָה,Яхве,Господь
ВЗ,psalms,Псалтирь,28,6,1,יְהוָ֑ה,Яхве,Господь
ВЗ,psalms,Псалтирь,28,7,0,יְהוָ֤ה\׀,Яхве,Господь
ВЗ,psalms,Псалтирь,28,7,10,אֲהוֹדֶֽנּוּ\׃,"я будет давать благодарение к, его",я будет давать благодарение к нему
ВЗ,psalms,Псалтирь,28,8,0,יְהוָ֥ה,Яхве,Господь
ВЗ,psalms,Псалтирь,29,1,1,לַֽ֭יהוָה,"к, Яхве","к, Господь"
ВЗ,psalms,Псалтирь,29,1,5,לַ֝יהוָ֗ה,"к, Яхве","к, Господь"
ВЗ,psalms,Псалтирь,29,2,1,לַֽ֭יהוָה,"к, Яхве","к, Господь"
ВЗ,psalms,Псалтирь,29,2,5,לַ֝יהוָ֗ה,"к, Яхве","к, Господь"
ВЗ,psalms,Псалтирь,29,3,1,יְהוָ֗ה,Яхве,Господь
ВЗ,psalms,Псалтирь,29,3,7,יְ֝הוָ֗ה,Яхве,Господь
ВЗ,psalms,Псалтирь,29,4,1,יְהוָ֥ה,Яхве,Господь
ВЗ,psalms,Псалтирь,29,4,4,יְ֝הוָ֗ה,Яхве,Господь
ВЗ,psalms,Псалтирь,29,5,1,יְ֭הוָה,Яхве,Господь
ВЗ,psalms,Псалтирь,29,5,5,יְ֝הוָ֗ה,Яхве,Господь
ВЗ,psalms,Псалтирь,29,7,1,יְהוָ֥ה,Яхве,Господь
ВЗ,psalms,Псалтирь,29,8,1,יְ֭הוָה,Яхве,Господь
ВЗ,psalms,Псалтирь,29,8,5,יְ֝הוָ֗ה,Яхве,Господь
ВЗ,psalms,Псалтирь,29,9,1,יְהוָ֨ה\׀,Яхве,Господь
ВЗ,psalms,Псалтирь,29,10,0,יְ֭הוָה,Яхве,Господь
ВЗ,psalms,Псалтирь,29,10,4,יְ֝הוָ֗ה,Яхве,Господь
ВЗ,psalms,Псалтирь,29,11,0,יְֽהוָ֗ה,Яхве,Господь
ВЗ,psalms,Псалтирь,29,11,4,יְהוָ֓ה\׀,Яхве,Господь
ВЗ,psalms,Псалтирь,32,2,4,יְהוָ֣ה,Яхве,Господь
ВЗ,psalms,Псалтирь,32,2,5,ל֣וֹ,"к, его",к нему
ВЗ,psalms,Псалтирь,32,5,9,לַיהוָ֑ה,"к, Яхве","к, Господь"
ВЗ,psalms,Псалтирь,32,6,12,אֵ֝לָ֗יו,"к, его",к нему
ВЗ,psalms,Псалтирь,32,10,4,בַּיהוָ֑ה,"в, Яхве","в, Господь"
ВЗ,psalms,Псалтирь,32,11,1,בַֽיהוָ֣ה,"в, Яхве","в, Господь"
ВЗ,psalms,Псалтирь,33,1,2,בַּֽיהוָ֑ה,"в, Яхве","в, Господь"
ВЗ,psalms,Псалтирь,33,2,1,לַיהוָ֣ה,"к, Яхве","к, Господь"
ВЗ,psalms,Псалтирь,33,2,6,לֽוֹ\׃,"к, его",к нему
ВЗ,psalms,Псалтирь,33,3,1,ל֭וֹ,"к, его",к нему
ВЗ,psalms,Псалтирь,33,4,3,יְהוָ֑ה,Яхве,Господь
ВЗ,psalms,Псалтирь,33,5,4,יְ֝הוָ֗ה,Яхве,Господь
ВЗ,psalms,Псалтирь,33,6,1,יְ֭הוָה,Яхве,Господь
ВЗ,psalms,Псалтирь,33,8,1,מֵ֭יְהוָה,"от, Яхве","от, Господь"
ВЗ,psalms,Псалтирь,33,9,3,וַיֶּ֑הִי,"и, оно был",и было
ВЗ,psalms,Псалтирь,33,10,0,יְֽהוָ֗ה,Яхве,Господь
ВЗ,psalms,Псалтирь,33,11,1,יְ֭הוָה,Яхве,Господь
ВЗ,psalms,Псалтирь,33,12,3,יְהוָ֣ה,Яхве,Господь
ВЗ,psalms,Псалтирь,33,13,2,יְהוָ֑ה,Яхве,Господь
ВЗ,psalms,Псалтирь,33,18,2,יְ֭הוָה,Яхве,Господь
ВЗ,psalms,Псалтирь,33,20,2,לַֽיהוָ֑ה,"для, Яхве","для, Господь"
